site_code,year,game_num,opponent_code,spread,ou,line_result,ou_result,home_away,team_score,opp_score,game_result
chi,2004,16,GNB,-3,34,L,Over,H,14,31,L
chi,2005,1,WAS,6,33,W,Under,A,7,9,L
chi,2005,2,DET,3,34,W,Over,H,38,6,W
chi,2005,3,CIN,3,39,L,Under,H,7,24,L
chi,2005,4,CLE,3,35,L,Under,A,10,20,L
chi,2005,5,MIN,-2,38,W,Under,H,28,3,W
chi,2005,6,BAL,-1,32,W,Under,H,10,6,W
chi,2005,7,DET,3,33,W,Under,A,19,13,W
chi,2005,8,NOR,-3,35,W,Over,A,20,17,W
chi,2005,9,SFO,-12,33,L,Under,H,17,9,W
chi,2005,10,CAR,3,35,W,Under,H,13,3,W
chi,2005,11,TAM,3,33,W,Under,A,13,10,W
chi,2005,12,GNB,-7,32,W,Under,H,19,7,W
chi,2005,13,PIT,4,32,L,Under,A,9,21,L
chi,2005,14,ATL,-3,31,W,Under,H,16,3,W
chi,2005,15,GNB,-7,31,P,Over,A,24,17,W
chi,2005,16,MIN,3,35,L,Over,A,10,34,L
chi,2005,17,CAR,-3,31,L,Over,H,21,29,L
chi,2006,1,GNB,-4,35,W,Under,A,26,0,W
chi,2006,2,DET,-7,32,W,Over,H,34,7,W
chi,2006,3,MIN,-4,35,L,Push,A,19,16,W
chi,2006,4,SEA,-4,37,W,Over,H,37,6,W
chi,2006,5,BUF,-10,35,W,Over,H,40,7,W
chi,2006,6,ARI,-13,41,L,Over,A,24,23,W
chi,2006,7,SFO,-17,42,W,Over,H,41,10,W
chi,2006,8,MIA,-14,38,L,Over,H,13,31,L
chi,2006,9,NYG,1,38,W,Over,A,38,20,W
chi,2006,10,NYJ,-6,41,W,Under,A,10,0,W
chi,2006,11,NWE,4,38,L,Under,A,13,17,L
chi,2006,12,MIN,-9,35,W,Over,H,23,13,W
chi,2006,13,STL,-7,42,W,Over,A,42,27,W
chi,2006,14,TAM,-14,35,L,Over,H,34,31,W
chi,2006,15,DET,-6,42,L,Over,A,26,21,W
chi,2006,16,GNB,-3,37,L,Under,H,7,26,L
chi,2006,17,SEA,-9,38,L,Over,H,27,24,W
chi,2006,18,NOR,-3,43,W,Over,H,39,14,W
chi,2006,19,IND,7,47,L,Under,H,17,29,L
chi,2007,1,SDG,6,43,L,Under,A,3,14,L
chi,2007,2,KAN,-12,35,L,Under,H,20,10,W
chi,2007,3,DAL,-3,42,L,Over,H,10,34,L
chi,2007,4,DET,-3,46,L,Over,A,27,37,L
chi,2007,5,GNB,4,41,W,Over,A,27,20,W
chi,2007,6,MIN,-5,36,L,Over,H,31,34,L
chi,2007,7,PHI,6,43,W,Under,A,19,16,W
chi,2007,8,DET,-6,46,L,Under,H,7,16,L
chi,2007,9,OAK,-4,38,W,Under,A,17,6,W
chi,2007,10,SEA,6,38,L,Over,A,23,30,L
chi,2007,11,DEN,-1,42,W,Over,H,37,34,W
chi,2007,12,NYG,1,39,L,Under,H,16,21,L
chi,2007,13,WAS,3,40,L,Push,A,16,24,L
chi,2007,14,MIN,11,44,W,Under,A,13,20,L
chi,2007,15,GNB,8,32,W,Over,H,35,7,W
chi,2007,16,NOR,-1,42,W,Over,H,33,25,W
chi,2008,1,IND,10,44,W,Under,A,29,13,W
chi,2008,2,CAR,3,38,P,Under,A,17,20,L
chi,2008,3,TAM,-3,35,L,Over,H,24,27,L
chi,2008,4,PHI,3,39,W,Over,H,24,20,W
chi,2008,5,DET,-3,46,W,Under,A,34,7,W
chi,2008,6,ATL,-3,44,L,Under,A,20,22,L
chi,2008,7,MIN,-3,38,W,Over,H,48,41,W
chi,2008,8,DET,-13,44,L,Over,H,27,23,W
chi,2008,9,TEN,3,37,L,Under,H,14,21,L
chi,2008,10,GNB,4,43,L,Under,A,3,37,L
chi,2008,11,STL,-7,45,W,Under,A,27,3,W
chi,2008,12,MIN,5,43,L,Over,A,14,34,L
chi,2008,13,JAX,-7,40,W,Under,H,23,10,W
chi,2008,14,NOR,-3,46,P,Over,H,27,24,W
chi,2008,15,GNB,-4,40,L,Under,H,20,17,W
chi,2008,16,HOU,3,46,L,Over,A,24,31,L
chi,2009,1,GNB,5,47,L,Under,A,15,21,L
chi,2009,2,PIT,3,39,W,Under,H,17,14,W
chi,2009,3,SEA,-3,38,W,Over,A,25,19,W
chi,2009,4,DET,-10,43,W,Over,H,48,24,W
chi,2009,5,ATL,4,46,L,Under,A,14,21,L
chi,2009,6,CIN,-2,43,L,Over,A,10,45,L
chi,2009,7,CLE,-14,40,W,Under,H,30,6,W
chi,2009,8,ARI,-3,45,L,Over,H,21,41,L
chi,2009,9,SFO,3,44,L,Under,A,6,10,L
chi,2009,10,PHI,4,47,L,Under,H,20,24,L
chi,2009,11,MIN,10,47,L,Under,A,10,36,L
chi,2009,12,STL,-9,41,L,Under,H,17,9,W
chi,2009,13,GNB,4,42,L,Under,H,14,21,L
chi,2009,14,BAL,11,39,L,Under,A,7,31,L
chi,2009,15,MIN,9,42,W,Over,H,36,30,W
chi,2009,16,DET,-5,45,W,Over,A,37,23,W
chi,2010,1,DET,-7,45,L,Under,H,19,14,W
chi,2010,2,DAL,7,42,W,Over,A,27,20,W
chi,2010,3,GNB,3,47,W,Under,H,20,17,W
chi,2010,4,NYG,4,44,L,Under,A,3,17,L
chi,2010,5,CAR,3,33,W,Under,A,23,6,W
chi,2010,6,SEA,-6,38,L,Over,H,20,23,L
chi,2010,7,WAS,-3,40,L,Under,H,14,17,L
chi,2010,8,BUF,-3,42,P,Under,A,22,19,W
chi,2010,9,MIN,1,42,W,Under,H,27,13,W
chi,2010,10,MIA,2,40,W,Under,A,16,0,W
chi,2010,11,PHI,4,43,W,Over,H,31,26,W
chi,2010,12,DET,-6,44,L,Over,A,24,20,W
chi,2010,13,NWE,3,37,L,Over,H,7,36,L
chi,2010,14,MIN,-7,33,W,Over,A,40,14,W
chi,2010,15,NYJ,-3,36,W,Over,H,38,34,W
chi,2010,16,GNB,11,44,W,Under,A,3,10,L
chi,2010,17,SEA,-10,43,W,Over,H,35,24,W
chi,2010,18,GNB,4,43,L,Under,H,14,21,L
chi,2011,1,ATL,2,41,W,Over,H,30,12,W
chi,2011,2,NOR,5,47,L,Under,A,13,30,L
chi,2011,3,GNB,5,46,L,Under,H,17,27,L
chi,2011,4,CAR,-7,42,L,Over,H,34,29,W
chi,2011,5,DET,7,47,L,Under,A,13,24,L
chi,2011,6,MIN,-3,42,W,Over,H,39,10,W
chi,2011,7,TAM,-2,44,W,Under,A,24,18,W
chi,2011,8,PHI,8,48,W,Over,A,30,24,W
chi,2011,9,DET,-3,43,W,Over,H,37,13,W
chi,2011,10,SDG,-5,46,W,Over,H,31,20,W
chi,2011,11,OAK,3,41,L,Over,A,20,25,L
chi,2011,12,KAN,-9,35,L,Under,H,3,10,L
chi,2011,13,DEN,4,36,W,Under,A,10,13,L
chi,2011,14,SEA,-4,35,L,Over,H,14,38,L
chi,2011,15,GNB,13,42,L,Over,A,21,35,L
chi,2011,16,MIN,3,42,W,Under,A,17,13,W
chi,2012,1,IND,-10,43,W,Over,H,41,21,W
chi,2012,2,GNB,6,51,L,Under,A,10,23,L
chi,2012,3,STL,-7,42,W,Under,H,23,6,W
chi,2012,4,DAL,3,42,W,Over,A,34,18,W
chi,2012,5,JAX,-7,40,W,Over,A,41,3,W
chi,2012,6,DET,-7,47,L,Under,H,13,7,W
chi,2012,7,CAR,-8,42,L,Over,H,23,22,W
chi,2012,8,TEN,-5,44,W,Over,A,51,20,W
chi,2012,9,HOU,-1,40,L,Under,H,6,13,L
chi,2012,10,SFO,5,35,L,Over,A,7,32,L
chi,2012,11,MIN,-7,39,W,Under,H,28,10,W
chi,2012,12,SEA,-4,37,L,Over,H,17,23,L
chi,2012,13,MIN,-2,41,L,Under,A,14,21,L
chi,2012,14,GNB,3,44,L,Under,H,13,21,L
chi,2012,15,ARI,-7,37,W,Over,A,28,13,W
chi,2012,16,DET,-3,46,L,Over,A,26,24,W
chi,2013,1,CIN,-3,42,P,Over,H,24,21,W
chi,2013,2,MIN,-7,41,L,Over,H,31,30,W
chi,2013,3,PIT,-3,41,W,Over,A,40,23,W
chi,2013,4,DET,3,48,L,Over,A,32,40,L
chi,2013,5,NOR,2,51,L,Under,H,18,26,L
chi,2013,6,NYG,-9,47,L,Over,H,27,21,W
chi,2013,7,WAS,-1,48,L,Over,A,41,45,L
chi,2013,8,GNB,10,51,W,Under,A,27,20,W
chi,2013,9,DET,2,52,L,Under,H,19,21,L
chi,2013,10,BAL,-4,41,L,Over,H,23,20,W
chi,2013,11,STL,2,46,L,Over,A,21,42,L
chi,2013,12,MIN,1,49,L,Under,A,20,23,L
chi,2013,13,DAL,-2,49,W,Over,H,45,28,W
chi,2013,14,CLE,1,44,W,Over,A,38,31,W
chi,2013,15,PHI,3,54,L,Over,A,11,54,L
chi,2013,16,GNB,3,51,L,Over,H,28,33,L
chi,2014,1,BUF,-7,47,L,Under,H,20,23,L
chi,2014,2,SFO,7,48,W,Over,A,28,20,W
chi,2014,3,NYJ,3,44,W,Over,A,27,19,W
chi,2014,4,GNB,2,52,L,Over,H,17,38,L
chi,2014,5,CAR,3,46,L,Over,A,24,31,L
chi,2014,6,ATL,4,56,W,Under,A,27,13,W
chi,2014,7,MIA,-3,48,L,Under,H,14,27,L
chi,2014,8,NWE,6,52,L,Over,A,23,51,L
chi,2014,9,GNB,10,54,L,Over,A,14,55,L
chi,2014,10,MIN,-3,47,W,Under,H,21,13,W
chi,2014,11,TAM,-5,47,W,Under,H,21,13,W
chi,2014,12,DET,7,47,L,Over,A,17,34,L
chi,2014,13,DAL,4,51,L,Over,H,28,41,L
chi,2014,14,NOR,3,54,L,Under,H,15,31,L
chi,2014,15,DET,10,45,W,Under,H,14,20,L
chi,2014,16,MIN,7,47,W,Under,A,9,13,L
chi,2015,1,GNB,7,49,L,Over,H,23,31,L
chi,2015,2,ARI,2,46,L,Over,H,23,48,L
chi,2015,3,SEA,15,44,L,Under,A,0,26,L
chi,2015,4,OAK,3,44,W,Under,H,22,20,W
chi,2015,5,KAN,9,45,W,Under,A,18,17,W
chi,2015,6,DET,3,44,P,Over,A,34,37,L
chi,2015,7,MIN,1,43,L,Push,H,20,23,L
chi,2015,8,SDG,5,50,W,Under,A,22,19,W
chi,2015,9,STL,7,43,W,Over,A,37,13,W
chi,2015,10,DEN,1,41,L,Under,H,15,17,L
chi,2015,11,GNB,9,45,W,Under,A,17,13,W
chi,2015,12,SFO,-7,44,L,Over,H,20,26,L
chi,2015,13,WAS,-4,43,L,Over,H,21,24,L
chi,2015,14,MIN,6,43,L,Over,A,17,38,L
chi,2015,15,TAM,3,45,W,Over,A,26,21,W
chi,2015,16,DET,1,46,L,Under,H,20,24,L
chi,2016,1,HOU,6,43,L,Under,A,14,23,L
chi,2016,2,PHI,-3,43,L,Over,H,14,29,L
chi,2016,3,DAL,7,45,L,Over,A,17,31,L
chi,2016,4,DET,3,48,W,Under,H,17,14,W
chi,2016,5,IND,4,48,L,Over,A,23,29,L
chi,2016,6,JAX,-3,46,L,Under,H,16,17,L
chi,2016,7,GNB,8,47,L,Under,A,10,26,L
chi,2016,8,MIN,5,40,W,Under,H,20,10,W
chi,2016,9,TAM,-3,45,L,Over,A,10,36,L
chi,2016,10,NYG,7,42,W,Under,A,16,22,L
chi,2016,11,TEN,7,42,W,Over,H,21,27,L
chi,2016,12,SFO,0,44,W,Under,H,26,6,W
chi,2016,13,DET,8,42,W,Under,A,17,20,L
chi,2016,14,GNB,5,40,W,Over,H,27,30,L
chi,2016,15,WAS,3,49,L,Over,H,21,41,L
chi,2016,16,MIN,6,44,L,Over,A,10,38,L
chi,2017,1,ATL,7,48,W,Under,H,17,23,L
chi,2017,2,TAM,7,44,L,Under,A,7,29,L
chi,2017,3,PIT,7,44,W,Under,H,23,17,W
chi,2017,4,GNB,8,44,L,Over,A,14,35,L
chi,2017,5,MIN,4,41,W,Under,H,17,20,L
chi,2017,6,BAL,6,40,W,Over,A,27,24,W
chi,2017,7,CAR,3,40,W,Under,H,17,3,W
chi,2017,8,NOR,8,46,L,Under,A,12,20,L
chi,2017,9,GNB,-5,38,L,Over,H,16,23,L
chi,2017,10,DET,3,41,P,Over,H,24,27,L
chi,2017,11,PHI,14,44,L,Under,A,3,31,L
chi,2017,12,SFO,-3,42,L,Under,H,14,15,L
chi,2017,13,CIN,6,41,W,Under,A,33,7,W
chi,2017,14,DET,5,44,L,Under,A,10,20,L
chi,2017,15,CLE,-6,37,W,Under,H,20,3,W
chi,2017,16,MIN,14,39,W,Under,A,10,23,L
chi,2018,1,GNB,7,45,W,Over,A,23,24,L
chi,2018,2,SEA,-5,43,W,Under,H,24,17,W
chi,2018,3,ARI,-6,39,L,Under,A,16,14,W
chi,2018,4,TAM,-3,46,W,Over,H,48,10,W
chi,2018,5,MIA,-8,41,L,Over,A,28,31,L
chi,2018,6,NWE,1,49,L,Over,H,31,38,L
chi,2018,7,NYJ,-9,43,W,Under,H,24,10,W
chi,2018,8,BUF,-11,38,W,Over,A,41,9,W
chi,2018,9,DET,-8,45,W,Over,H,34,22,W
chi,2018,10,MIN,-3,44,W,Over,H,25,20,W
chi,2018,11,DET,-3,43,W,Under,A,23,16,W
chi,2018,12,NYG,-4,44,L,Over,A,27,30,L
chi,2018,13,LAR,3,51,W,Under,H,15,6,W
chi,2018,14,GNB,-6,47,W,Under,H,24,17,W
chi,2018,15,SFO,-4,44,W,Under,A,14,9,W
chi,2018,16,MIN,6,41,W,Under,A,24,10,W
chi,2018,17,PHI,-7,42,L,Under,H,15,16,L
chi,2019,1,GNB,-4,47,L,Under,H,3,10,L
chi,2019,2,DEN,-3,41,L,Under,A,16,14,W
chi,2019,3,WAS,-5,41,W,Over,A,31,15,W
chi,2019,4,MIN,1,38,W,Under,H,16,6,W
chi,2019,5,OAK,-7,40,L,Over,A,21,24,L
chi,2019,6,NOR,-4,37,L,Over,H,25,36,L
chi,2019,7,LAC,-4,41,L,Under,H,16,17,L
chi,2019,8,PHI,5,41,L,Under,A,14,22,L
chi,2019,9,DET,-6,38,W,Under,H,20,13,W
chi,2019,10,LAR,5,40,L,Under,A,7,17,L
chi,2019,11,NYG,-6,41,L,Under,H,19,14,W
chi,2019,12,DET,-6,38,L,Over,A,24,20,W
chi,2019,13,DAL,3,43,W,Over,H,31,24,W
chi,2019,14,GNB,4,40,L,Under,A,13,21,L
chi,2019,15,KAN,7,46,L,Under,H,3,26,L
chi,2019,16,MIN,-5,37,L,Over,A,21,19,W
chi,2020,1,DET,3,43,W,Over,A,27,23,W
chi,2020,2,NYG,-5,43,L,Under,H,17,13,W
chi,2020,3,ATL,3,46,W,Over,A,30,26,W
chi,2020,4,IND,4,44,L,Under,H,11,19,L
chi,2020,5,TAM,4,44,W,Under,H,20,19,W
chi,2020,6,CAR,2,45,W,Under,A,23,16,W
chi,2020,7,LAR,7,44,L,Under,A,10,24,L
chi,2020,8,NOR,6,41,W,Over,H,23,26,L
chi,2020,9,TEN,7,47,L,Under,A,17,24,L
chi,2020,10,MIN,4,45,L,Under,H,13,19,L
chi,2020,11,GNB,8,44,L,Over,A,25,41,L
chi,2020,12,DET,-3,44,L,Over,H,30,34,L
chi,2020,13,HOU,1,47,W,Under,H,36,7,W
chi,2020,14,MIN,3,48,W,Over,A,33,27,W
chi,2020,15,JAX,-10,47,W,Over,A,41,17,W
chi,2020,16,GNB,5,48,L,Over,H,16,35,L
chi,2020,18,NOR,11,48,L,Under,A,9,21,L
chi,2021,1,LAR,8,47,L,Over,A,14,34,L
chi,2021,2,CIN,-2,45,W,Under,H,20,17,W
chi,2021,3,CLE,8,45,L,Under,A,6,26,L
chi,2021,4,DET,-3,42,W,Under,H,24,14,W
chi,2021,5,LVR,6,46,W,Under,A,20,9,W
chi,2021,6,GNB,6,44,L,Under,H,14,24,L
chi,2021,7,TAM,12,47,L,Under,A,3,38,L
chi,2021,8,SFO,4,40,L,Over,H,22,33,L
chi,2021,9,PIT,7,39,W,Over,A,27,29,L
chi,2021,10,BAL,5,44,W,Under,H,13,16,L
chi,2021,11,DET,-3,41,L,Under,A,16,14,W
chi,2021,12,ARI,8,42,L,Over,H,22,33,L
chi,2021,13,GNB,12,43,L,Over,A,30,45,L
chi,2021,14,MIN,7,45,L,Under,H,9,17,L
chi,2021,15,SEA,7,42,W,Over,A,25,24,W
chi,2021,16,NYG,-7,37,W,Under,H,29,3,W
chi,2021,17,MIN,4,45,L,Over,A,17,31,L
cin,2000,1,CLE,-6,41,L,Under,H,7,24,L
cin,2000,2,JAX,13,41,P,Under,A,0,13,L
cin,2000,3,BAL,12,38,L,Under,A,0,37,L
cin,2000,4,MIA,7,33,L,Over,H,16,31,L
cin,2000,5,TEN,10,38,W,Under,H,14,23,L
cin,2000,6,PIT,9,37,L,Under,A,0,15,L
cin,2000,7,DEN,10,43,W,Over,H,31,21,W
cin,2000,8,CLE,-3,36,W,Under,A,12,3,W
cin,2000,9,BAL,6,33,L,Over,H,7,27,L
cin,2000,10,DAL,9,39,L,Under,A,6,23,L
cin,2000,11,NWE,7,36,W,Under,A,13,16,L
cin,2000,12,PIT,4,34,L,Over,H,28,48,L
cin,2000,13,ARI,-4,39,W,Under,H,24,13,W
cin,2000,14,TEN,13,36,L,Over,A,3,35,L
cin,2000,15,JAX,11,43,W,Under,H,17,14,W
cin,2000,16,PHI,11,35,W,Under,A,7,16,L
cin,2001,1,NWE,0,36,W,Over,H,23,17,W
cin,2001,2,BAL,7,34,W,Under,H,21,10,W
cin,2001,3,SDG,7,39,L,Over,A,14,28,L
cin,2001,4,PIT,5,36,L,Under,A,7,16,L
cin,2001,5,CLE,-2,35,W,Over,H,24,14,W
cin,2001,6,CHI,-1,36,L,Under,H,0,24,L
cin,2001,7,DET,3,40,W,Over,A,31,27,W
cin,2001,8,JAX,4,40,L,Over,A,13,30,L
cin,2001,9,TEN,-2,40,L,Under,H,7,20,L
cin,2001,10,CLE,6,36,L,Under,A,0,18,L
cin,2001,11,TAM,5,35,W,Under,H,13,16,L
cin,2001,12,JAX,-1,37,L,Under,H,10,14,L
cin,2001,13,NYJ,9,35,W,Under,A,14,15,L
cin,2001,14,BAL,11,34,L,Under,A,0,16,L
cin,2001,15,PIT,8,34,W,Over,H,26,23,W
cin,2001,16,TEN,6,38,W,Over,A,23,21,W
cin,2002,1,SDG,-3,37,L,Over,H,6,34,L
cin,2002,2,CLE,4,39,L,Under,A,7,20,L
cin,2002,3,ATL,7,43,L,Under,A,3,30,L
cin,2002,4,TAM,7,34,L,Over,H,7,35,L
cin,2002,5,IND,14,43,W,Over,A,21,28,L
cin,2002,6,PIT,7,41,L,Over,H,7,34,L
cin,2002,7,TEN,5,42,L,Over,H,24,30,L
cin,2002,8,HOU,3,37,W,Over,A,38,3,W
cin,2002,9,BAL,4,37,L,Over,A,27,38,L
cin,2002,10,CLE,3,42,L,Over,H,20,27,L
cin,2002,11,PIT,11,44,W,Over,A,21,29,L
cin,2002,12,BAL,3,38,L,Over,H,23,27,L
cin,2002,13,CAR,3,38,L,Over,A,31,52,L
cin,2002,14,JAX,3,45,L,Under,H,15,29,L
cin,2002,15,NOR,7,49,W,Under,H,20,13,W
cin,2002,16,BUF,8,45,L,Under,A,9,27,L
cin,2003,1,DEN,6,44,L,Under,H,10,30,L
cin,2003,2,OAK,12,45,W,Under,A,20,23,L
cin,2003,3,PIT,5,45,L,Under,H,10,17,L
cin,2003,4,CLE,5,40,W,Under,A,21,14,W
cin,2003,5,BUF,7,40,W,Under,A,16,22,L
cin,2003,6,BAL,1,36,W,Over,H,34,26,W
cin,2003,7,SEA,3,42,W,Over,H,27,24,W
cin,2003,8,ARI,-3,39,L,Under,A,14,17,L
cin,2003,9,HOU,-4,40,W,Over,H,34,27,W
cin,2003,10,KAN,6,48,W,Under,H,24,19,W
cin,2003,11,SDG,-3,43,W,Over,A,34,27,W
cin,2003,12,PIT,3,42,W,Over,A,24,20,W
cin,2003,13,BAL,5,39,L,Over,A,13,31,L
cin,2003,14,SFO,-3,42,P,Over,H,41,38,W
cin,2003,15,STL,7,54,L,Under,A,10,27,L
cin,2003,16,CLE,-9,42,L,Under,H,14,22,L
cin,2004,1,NYJ,6,42,L,Over,A,24,31,L
cin,2004,2,MIA,-6,40,L,Under,H,16,13,W
cin,2004,3,BAL,2,35,L,Under,H,9,23,L
cin,2004,4,PIT,4,40,L,Over,A,17,28,L
cin,2004,5,CLE,3,40,L,Over,A,17,34,L
cin,2004,6,DEN,7,43,W,Under,H,23,10,W
cin,2004,7,TEN,3,40,L,Over,A,20,27,L
cin,2004,8,DAL,0,44,W,Under,H,26,3,W
cin,2004,9,WAS,4,37,W,Under,A,17,10,W
cin,2004,10,PIT,4,41,L,Under,H,14,19,L
cin,2004,11,CLE,-6,38,W,Over,H,58,48,W
cin,2004,12,BAL,7,37,W,Over,A,27,26,W
cin,2004,13,NWE,11,47,W,Over,A,28,35,L
cin,2004,14,BUF,3,41,L,Over,H,17,33,L
cin,2004,15,NYG,-7,47,L,Under,H,23,22,W
cin,2004,16,PHI,-4,38,W,Over,A,38,10,W
cin,2005,1,CLE,-4,45,W,Under,A,27,13,W
cin,2005,2,MIN,-3,47,W,Under,H,37,8,W
cin,2005,3,CHI,-3,39,W,Under,A,24,7,W
cin,2005,4,HOU,-10,42,L,Under,H,16,10,W
cin,2005,5,JAX,3,38,P,Over,A,20,23,L
cin,2005,6,TEN,-3,45,W,Over,A,31,23,W
cin,2005,7,PIT,-3,43,L,Under,H,13,27,L
cin,2005,8,GNB,-7,46,P,Under,H,21,14,W
cin,2005,9,BAL,-4,36,W,Under,A,21,9,W
cin,2005,10,IND,5,49,L,Over,H,37,45,L
cin,2005,11,BAL,-9,37,W,Over,H,42,29,W
cin,2005,12,PIT,4,43,W,Over,A,38,31,W
cin,2005,13,CLE,-13,42,L,Over,H,23,20,W
cin,2005,14,DET,-8,44,W,Over,A,41,17,W
cin,2005,15,BUF,-13,44,L,Over,H,27,37,L
cin,2005,16,KAN,8,47,L,Under,A,3,37,L
cin,2005,17,PIT,3,44,L,Over,H,17,31,L
cin,2006,1,KAN,-2,50,W,Under,A,23,10,W
cin,2006,2,CLE,-11,41,W,Over,H,34,17,W
cin,2006,3,PIT,2,42,W,Over,A,28,20,W
cin,2006,4,NWE,-6,46,L,Over,H,13,38,L
cin,2006,5,TAM,-5,45,L,Under,A,13,14,L
cin,2006,6,CAR,-3,45,P,Under,H,17,14,W
cin,2006,7,ATL,-5,47,L,Over,H,27,29,L
cin,2006,8,BAL,3,41,L,Over,A,20,26,L
cin,2006,9,SDG,2,48,L,Over,H,41,49,L
cin,2006,10,NOR,3,53,W,Under,A,31,16,W
cin,2006,11,CLE,-3,44,W,Under,A,30,0,W
cin,2006,12,BAL,-3,44,W,Under,H,13,7,W
cin,2006,13,OAK,-11,40,W,Under,H,27,10,W
cin,2006,14,IND,4,55,L,Under,A,16,34,L
cin,2006,15,DEN,3,45,W,Over,A,23,24,L
cin,2006,16,PIT,-6,45,L,Under,H,17,23,L
cin,2007,1,BAL,-3,40,W,Over,H,27,20,W
cin,2007,2,CLE,-7,42,L,Over,A,45,51,L
cin,2007,3,SEA,3,50,P,Under,A,21,24,L
cin,2007,4,NWE,8,54,L,Under,H,13,34,L
cin,2007,5,KAN,-3,44,L,Over,A,20,27,L
cin,2007,6,NYJ,-6,49,W,Over,H,38,31,W
cin,2007,7,PIT,4,49,L,Under,H,13,24,L
cin,2007,8,BUF,-1,44,L,Over,A,21,33,L
cin,2007,9,BAL,3,45,W,Under,A,21,7,W
cin,2007,10,ARI,-4,50,L,Over,H,27,35,L
cin,2007,11,TEN,1,47,W,Under,H,35,6,W
cin,2007,12,PIT,7,38,L,Under,A,10,24,L
cin,2007,13,STL,-10,46,L,Under,H,19,10,W
cin,2007,14,SFO,-9,43,L,Under,A,13,20,L
cin,2007,15,CLE,3,48,W,Under,H,19,14,W
cin,2007,16,MIA,-3,45,W,Over,A,38,25,W
cin,2008,1,BAL,-2,38,L,Under,A,10,17,L
cin,2008,2,TEN,-1,37,L,Under,H,7,24,L
cin,2008,3,NYG,13,43,W,Over,A,23,26,L
cin,2008,4,CLE,-1,42,L,Under,H,12,20,L
cin,2008,5,DAL,16,46,W,Over,A,22,31,L
cin,2008,6,NYJ,8,43,L,Under,A,14,26,L
cin,2008,7,PIT,9,37,L,Over,H,10,38,L
cin,2008,8,HOU,9,46,L,Under,A,6,35,L
cin,2008,9,JAX,8,40,W,Push,H,21,19,W
cin,2008,10,PHI,9,41,W,Under,H,13,13,T
cin,2008,11,PIT,12,35,L,Over,A,10,27,L
cin,2008,12,BAL,7,36,L,Over,H,3,34,L
cin,2008,13,IND,14,42,L,Under,A,3,35,L
cin,2008,14,WAS,7,37,W,Under,H,20,13,W
cin,2008,15,CLE,2,32,W,Under,A,14,0,W
cin,2008,16,KAN,-2,40,W,Under,H,16,6,W
cin,2009,1,DEN,-5,41,L,Under,H,7,12,L
cin,2009,2,GNB,8,42,W,Over,A,31,24,W
cin,2009,3,PIT,4,37,W,Over,H,23,20,W
cin,2009,4,CLE,-7,38,L,Over,A,23,20,W
cin,2009,5,BAL,9,43,W,Under,A,17,14,W
cin,2009,6,HOU,-4,47,L,Under,H,17,28,L
cin,2009,7,CHI,2,43,W,Over,H,45,10,W
cin,2009,8,BAL,3,45,W,Under,H,17,7,W
cin,2009,9,PIT,7,42,W,Under,A,18,12,W
cin,2009,10,OAK,-9,36,L,Over,A,17,20,L
cin,2009,11,CLE,-12,40,L,Under,H,16,7,W
cin,2009,12,DET,-14,42,L,Under,H,23,13,W
cin,2009,13,MIN,6,43,L,Under,A,10,30,L
cin,2009,14,SDG,7,44,W,Over,A,24,27,L
cin,2009,15,KAN,-13,40,L,Under,H,17,10,W
cin,2009,16,NYJ,10,34,L,Over,A,0,37,L
cin,2009,17,NYJ,-3,35,L,Over,H,14,24,L
cin,2010,1,NWE,6,45,L,Over,A,24,38,L
cin,2010,2,BAL,3,40,W,Under,H,15,10,W
cin,2010,3,CAR,-4,37,W,Under,A,20,7,W
cin,2010,4,CLE,-3,37,L,Over,A,20,23,L
cin,2010,5,TAM,-7,39,L,Over,H,21,24,L
cin,2010,6,ATL,4,43,L,Over,A,32,39,L
cin,2010,7,MIA,-1,44,L,Under,H,14,22,L
cin,2010,8,PIT,6,42,L,Over,H,21,27,L
cin,2010,9,IND,7,47,W,Under,A,17,23,L
cin,2010,10,BUF,-4,41,L,Over,H,31,49,L
cin,2010,11,NYJ,10,44,L,Under,A,10,26,L
cin,2010,12,NOR,7,46,W,Over,H,30,34,L
cin,2010,13,PIT,8,40,L,Under,A,7,23,L
cin,2010,14,CLE,0,41,W,Under,H,19,17,W
cin,2010,15,SDG,8,44,W,Over,H,34,20,W
cin,2010,16,BAL,10,43,W,Under,A,7,13,L
cin,2011,1,CLE,7,37,W,Over,A,27,17,W
cin,2011,2,DEN,3,41,W,Over,A,22,24,L
cin,2011,3,SFO,-1,39,L,Under,H,8,13,L
cin,2011,4,BUF,3,43,W,Push,H,23,20,W
cin,2011,5,JAX,-3,37,W,Over,A,30,20,W
cin,2011,6,IND,-5,41,W,Over,H,27,17,W
cin,2011,7,SEA,-2,38,W,Over,A,34,12,W
cin,2011,8,TEN,3,42,W,Under,A,24,17,W
cin,2011,9,PIT,4,41,L,Over,H,17,24,L
cin,2011,10,BAL,7,41,P,Over,A,24,31,L
cin,2011,11,CLE,-7,38,L,Over,H,23,20,W
cin,2011,12,PIT,7,43,L,Under,A,7,35,L
cin,2011,13,HOU,-3,37,L,Over,H,19,20,L
cin,2011,14,STL,-7,39,P,Under,A,20,13,W
cin,2011,15,ARI,-4,41,W,Under,H,23,16,W
