site_code,year,game_num,opponent_code,spread,ou,line_result,ou_result,home_away,team_score,opp_score,game_result
atl,2000,1,SFO,-7,47,W,Over,H,36,28,W
atl,2000,2,DEN,5,47,L,Over,A,14,42,L
atl,2000,3,CAR,6,49,W,Under,A,15,10,W
atl,2000,4,STL,7,55,L,Over,H,20,41,L
atl,2000,5,PHI,3,42,L,Over,A,10,38,L
atl,2000,6,NYG,-1,42,L,Under,H,6,13,L
atl,2000,7,STL,18,59,W,Over,A,29,45,L
atl,2000,8,NOR,2,40,L,Push,H,19,21,L
atl,2000,9,CAR,3,46,W,Under,H,13,12,W
atl,2000,10,TAM,7,40,L,Over,H,14,27,L
atl,2000,11,DET,9,40,W,Under,A,10,13,L
atl,2000,12,SFO,6,48,L,Under,A,6,16,L
atl,2000,13,OAK,11,44,L,Over,A,14,41,L
atl,2000,14,SEA,0,42,L,Under,H,10,30,L
atl,2000,15,NOR,10,41,L,Under,A,7,23,L
atl,2000,16,KAN,5,41,W,Over,H,29,13,W
atl,2001,1,SFO,4,46,W,Under,A,13,16,L
atl,2001,2,CAR,-4,41,W,Under,H,24,16,W
atl,2001,3,ARI,-3,42,W,Over,A,34,14,W
atl,2001,4,CHI,-4,40,L,Under,H,3,31,L
atl,2001,5,SFO,3,44,L,Over,H,31,37,L
atl,2001,6,NOR,8,42,W,Under,A,20,13,W
atl,2001,7,NWE,-3,43,L,Under,H,10,24,L
atl,2001,8,DAL,-6,37,W,Under,H,20,13,W
atl,2001,9,GNB,10,40,W,Over,A,23,20,W
atl,2001,10,CAR,-3,40,P,Under,A,10,7,W
atl,2001,11,STL,8,47,L,Under,H,6,35,L
atl,2001,12,NOR,3,39,L,Under,H,10,28,L
atl,2001,13,IND,4,47,L,Over,A,27,41,L
atl,2001,14,BUF,-4,41,L,Over,H,33,30,W
atl,2001,15,MIA,7,39,P,Under,A,14,21,L
atl,2001,16,STL,15,48,L,Under,A,13,31,L
atl,2002,1,GNB,7,43,W,Over,A,34,37,L
atl,2002,2,CHI,-3,45,L,Under,H,13,14,L
atl,2002,3,CIN,-7,43,W,Under,H,30,3,W
atl,2002,4,TAM,-3,39,L,Under,H,6,20,L
atl,2002,5,NYG,6,36,W,Under,A,17,10,W
atl,2002,6,CAR,-4,36,W,Under,H,30,0,W
atl,2002,7,NOR,4,47,W,Over,A,37,35,W
atl,2002,8,BAL,-7,41,L,Under,H,20,17,W
atl,2002,9,PIT,6,43,W,Over,A,34,34,T
atl,2002,10,NOR,-2,51,W,Under,H,24,17,W
atl,2002,11,CAR,-4,37,W,Over,A,41,0,W
atl,2002,12,MIN,-4,48,W,Over,A,30,24,W
atl,2002,13,TAM,4,37,L,Over,A,10,34,L
atl,2002,14,SEA,-10,46,L,Over,H,24,30,L
atl,2002,15,DET,-11,44,W,Over,H,36,15,W
atl,2002,16,CLE,-3,41,L,Under,A,16,24,L
atl,2002,17,GNB,7,41,W,Under,A,27,7,W
atl,2002,18,PHI,8,39,L,Under,A,6,20,L
atl,2003,1,DAL,2,37,W,Over,A,27,13,W
atl,2003,2,WAS,-3,40,L,Over,H,31,33,L
atl,2003,3,TAM,7,36,L,Over,H,10,31,L
atl,2003,4,CAR,6,36,L,Under,A,3,23,L
atl,2003,5,MIN,5,44,L,Over,H,26,39,L
atl,2003,6,STL,10,46,L,Under,A,0,36,L
atl,2003,7,NOR,3,42,L,Over,H,17,45,L
atl,2003,8,PHI,6,40,L,Under,H,16,23,L
atl,2003,9,NYG,12,41,W,Under,A,27,7,W
atl,2003,10,NOR,9,44,W,Under,A,20,23,L
atl,2003,11,TEN,7,44,L,Over,H,31,38,L
atl,2003,12,HOU,3,43,L,Under,A,13,17,L
atl,2003,13,CAR,1,41,W,Under,H,20,14,W
atl,2003,14,IND,8,48,L,Under,A,7,38,L
atl,2003,15,TAM,7,39,W,Over,A,30,28,W
atl,2003,16,JAX,-3,44,W,Under,H,21,14,W
atl,2004,1,SFO,-3,45,L,Under,A,21,19,W
atl,2004,2,STL,-2,46,W,Over,H,34,17,W
atl,2004,3,ARI,-11,44,L,Under,H,6,3,W
atl,2004,4,CAR,4,39,W,Under,A,27,10,W
atl,2004,5,DET,-7,41,L,Under,H,10,17,L
atl,2004,6,SDG,-6,43,L,Under,H,21,20,W
atl,2004,7,KAN,4,45,L,Over,A,10,56,L
atl,2004,8,DEN,7,40,W,Over,A,41,28,W
atl,2004,9,TAM,-4,41,W,Under,H,24,14,W
atl,2004,10,NYG,-3,40,W,Under,A,14,10,W
atl,2004,11,NOR,-9,48,L,Under,H,24,21,W
atl,2004,12,TAM,2,40,L,Under,A,0,27,L
atl,2004,13,OAK,-8,46,W,Under,H,35,10,W
atl,2004,14,CAR,-4,41,L,Over,H,34,31,W
atl,2004,15,NOR,7,44,L,Under,A,13,26,L
atl,2004,16,SEA,6,41,W,Over,A,26,28,L
atl,2004,17,STL,-7,49,W,Over,H,47,17,W
atl,2004,18,PHI,6,37,L,Push,A,10,27,L
atl,2005,1,PHI,2,42,W,Under,H,14,10,W
atl,2005,2,SEA,1,42,L,Under,A,18,21,L
atl,2005,3,BUF,3,36,W,Over,A,24,16,W
atl,2005,4,MIN,-6,45,W,Under,H,30,10,W
atl,2005,5,NWE,-3,44,L,Over,H,28,31,L
atl,2005,6,NOR,-4,42,L,Over,A,34,31,W
atl,2005,7,NYJ,-8,41,W,Push,H,27,14,W
atl,2005,8,MIA,-2,40,W,Under,A,17,10,W
atl,2005,9,GNB,-10,42,L,Over,H,25,33,L
atl,2005,10,TAM,-6,38,L,Over,H,27,30,L
atl,2005,11,DET,-3,41,W,Under,A,27,7,W
atl,2005,12,CAR,3,44,L,Under,A,6,24,L
atl,2005,13,NOR,-10,44,W,Over,H,36,17,W
atl,2005,14,CHI,3,31,L,Under,A,3,16,L
atl,2005,15,TAM,3,38,P,Over,A,24,27,L
atl,2005,16,CAR,4,42,L,Over,H,11,44,L
atl,2006,1,CAR,5,39,W,Under,A,20,6,W
atl,2006,2,TAM,-5,36,W,Under,H,14,3,W
atl,2006,3,NOR,-4,45,L,Under,A,3,23,L
atl,2006,4,ARI,-8,42,W,Push,H,32,10,W
atl,2006,5,NYG,-3,42,L,Under,H,14,27,L
atl,2006,6,PIT,3,39,W,Over,H,41,38,W
atl,2006,7,CIN,5,47,W,Over,A,29,27,W
atl,2006,8,DET,5,47,L,Under,A,14,30,L
atl,2006,9,CLE,-8,42,L,Under,H,13,17,L
atl,2006,10,BAL,4,42,L,Under,A,10,24,L
atl,2006,11,NOR,-3,48,L,Under,H,13,31,L
atl,2006,12,WAS,2,39,W,Under,A,24,14,W
atl,2006,13,TAM,-3,38,W,Under,A,17,6,W
atl,2006,14,DAL,4,45,L,Over,H,28,38,L
atl,2006,15,CAR,-6,41,L,Under,H,3,10,L
atl,2006,16,PHI,9,43,W,Under,A,17,24,L
atl,2007,1,MIN,3,36,L,Under,A,3,24,L
atl,2007,2,JAX,10,35,W,Under,A,7,13,L
atl,2007,3,CAR,4,39,L,Over,H,20,27,L
atl,2007,4,HOU,3,40,W,Over,H,26,16,W
atl,2007,5,TEN,8,41,W,Under,A,13,20,L
atl,2007,6,NYG,6,44,L,Under,H,10,31,L
atl,2007,7,NOR,8,42,W,Under,A,16,22,L
atl,2007,8,SFO,-4,37,W,Under,H,20,16,W
atl,2007,9,CAR,4,36,W,Under,A,20,13,W
atl,2007,10,TAM,3,36,L,Over,H,7,31,L
atl,2007,11,IND,14,43,L,Over,H,13,31,L
atl,2007,12,STL,3,40,L,Over,A,16,28,L
atl,2007,13,NOR,5,44,L,Over,H,14,34,L
atl,2007,14,TAM,13,38,L,Over,A,3,37,L
atl,2007,15,ARI,11,44,W,Over,A,27,30,L
atl,2007,16,SEA,2,39,W,Over,H,44,41,W
atl,2008,1,DET,3,41,W,Over,H,34,21,W
atl,2008,2,TAM,7,38,L,Under,A,9,24,L
atl,2008,3,KAN,-7,37,W,Over,H,38,14,W
atl,2008,4,CAR,7,39,L,Under,A,9,24,L
atl,2008,5,GNB,5,43,W,Over,A,27,24,W
atl,2008,6,CHI,3,44,W,Under,H,22,20,W
atl,2008,7,PHI,10,45,L,Under,A,14,27,L
atl,2008,8,OAK,-3,42,W,Under,A,24,0,W
atl,2008,9,NOR,-2,51,W,Over,H,34,20,W
atl,2008,10,DEN,-7,52,L,Under,H,20,24,L
atl,2008,11,CAR,-1,42,W,Over,H,45,28,W
atl,2008,12,SDG,7,48,W,Under,A,22,16,W
atl,2008,13,NOR,3,52,L,Over,A,25,29,L
atl,2008,14,TAM,-5,44,L,Under,H,13,10,W
atl,2008,15,MIN,3,44,W,Under,A,24,17,W
atl,2008,16,STL,-14,45,L,Over,H,31,27,W
atl,2008,17,ARI,2,52,L,Over,A,24,30,L
atl,2009,1,MIA,-4,45,W,Under,H,19,7,W
atl,2009,2,CAR,-6,44,W,Over,H,28,20,W
atl,2009,3,NWE,5,46,L,Under,A,10,26,L
atl,2009,4,SFO,1,40,W,Over,A,45,10,W
atl,2009,5,CHI,-4,46,W,Under,H,21,14,W
atl,2009,6,DAL,5,48,L,Over,A,21,37,L
atl,2009,7,NOR,12,56,W,Over,A,27,35,L
atl,2009,8,WAS,-9,41,W,Over,H,31,17,W
atl,2009,9,CAR,-1,44,L,Over,A,19,28,L
atl,2009,10,NYG,7,47,W,Over,A,31,34,L
atl,2009,11,TAM,-13,46,L,Under,H,20,17,W
atl,2009,12,PHI,4,44,L,Under,H,7,34,L
atl,2009,13,NOR,10,50,W,Under,H,23,26,L
atl,2009,14,NYJ,7,36,W,Under,A,10,7,W
atl,2009,15,BUF,-8,40,W,Under,H,31,3,W
atl,2009,16,TAM,-3,42,W,Under,A,20,10,W
atl,2010,1,PIT,-2,40,L,Under,A,9,15,L
atl,2010,2,ARI,-7,44,W,Over,H,41,7,W
atl,2010,3,NOR,3,50,W,Over,A,27,24,W
atl,2010,4,SFO,-7,43,L,Under,H,16,14,W
atl,2010,5,CLE,-3,42,W,Under,A,20,10,W
atl,2010,6,PHI,2,43,L,Over,A,17,31,L
atl,2010,7,CIN,-4,43,W,Over,H,39,32,W
atl,2010,8,TAM,-9,46,L,Over,H,27,21,W
atl,2010,9,BAL,-1,44,W,Over,H,26,21,W
atl,2010,10,STL,-4,44,W,Over,A,34,17,W
atl,2010,11,GNB,-2,48,W,Under,H,20,17,W
atl,2010,12,TAM,-3,44,W,Over,A,28,24,W
atl,2010,13,CAR,-8,41,W,Push,A,31,10,W
atl,2010,14,SEA,-6,47,W,Over,A,34,18,W
atl,2010,15,NOR,-3,50,L,Under,H,14,17,L
atl,2010,16,CAR,-15,42,W,Under,H,31,10,W
atl,2010,17,GNB,-2,44,L,Over,H,21,48,L
atl,2011,1,CHI,-2,41,L,Over,A,12,30,L
atl,2011,2,PHI,3,50,W,Over,H,35,31,W
atl,2011,3,TAM,1,45,L,Under,A,13,16,L
atl,2011,4,SEA,-6,39,L,Over,A,30,28,W
atl,2011,5,GNB,7,53,L,Under,H,14,25,L
atl,2011,6,CAR,-4,50,W,Under,H,31,17,W
atl,2011,7,DET,5,47,W,Under,A,23,16,W
atl,2011,8,IND,-7,46,W,Under,A,31,7,W
atl,2011,9,NOR,-1,50,L,Under,H,23,26,L
atl,2011,10,TEN,-7,44,L,Under,H,23,17,W
atl,2011,11,MIN,-10,44,P,Under,H,24,14,W
atl,2011,12,HOU,-2,38,L,Under,A,10,17,L
atl,2011,13,CAR,-3,48,W,Over,A,31,23,W
atl,2011,14,JAX,-14,42,W,Over,H,41,14,W
atl,2011,15,NOR,7,53,L,Over,A,16,45,L
atl,2011,16,TAM,-10,45,W,Over,H,45,24,W
atl,2011,17,NYG,3,48,L,Under,A,2,24,L
atl,2012,1,KAN,-3,43,W,Over,A,40,24,W
atl,2012,2,DEN,-3,51,W,Under,H,27,21,W
atl,2012,3,SDG,3,48,W,Under,A,27,3,W
atl,2012,4,CAR,-7,48,L,Over,H,30,28,W
atl,2012,5,WAS,-3,51,W,Under,A,24,17,W
atl,2012,6,OAK,-10,49,L,Under,H,23,20,W
atl,2012,7,PHI,3,43,W,Over,A,30,17,W
atl,2012,8,DAL,-5,48,W,Under,H,19,13,W
atl,2012,9,NOR,-2,54,L,Over,A,27,31,L
atl,2012,10,ARI,-10,44,L,Under,H,23,19,W
atl,2012,11,TAM,-2,52,L,Under,A,24,23,W
atl,2012,12,NOR,-4,55,W,Under,H,23,13,W
atl,2012,13,CAR,-4,47,L,Over,A,20,30,L
atl,2012,14,NYG,0,50,W,Under,H,34,0,W
atl,2012,15,DET,-4,51,W,Under,A,31,18,W
atl,2012,16,TAM,-3,46,L,Under,H,17,22,L
atl,2012,17,SEA,-3,47,L,Over,H,30,28,W
atl,2012,18,SFO,5,49,W,Over,H,24,28,L
atl,2013,1,NOR,4,55,L,Under,A,17,23,L
atl,2013,2,STL,-6,48,W,Over,H,31,24,W
atl,2013,3,MIA,3,46,L,Over,A,23,27,L
atl,2013,4,NWE,-3,49,L,Over,H,23,30,L
atl,2013,5,NYJ,-11,45,L,Over,H,28,30,L
atl,2013,6,TAM,-7,43,W,Over,H,31,23,W
atl,2013,7,ARI,3,45,L,Under,A,13,27,L
atl,2013,8,CAR,8,47,L,Under,A,10,34,L
atl,2013,9,SEA,3,47,L,Under,H,10,33,L
atl,2013,10,TAM,2,44,L,Over,A,28,41,L
atl,2013,11,NOR,7,53,W,Under,H,13,17,L
atl,2013,12,BUF,5,48,W,Over,A,34,31,W
atl,2013,13,GNB,4,47,W,Under,A,21,22,L
atl,2013,14,WAS,-6,50,L,Over,H,27,26,W
atl,2013,15,SFO,15,46,W,Over,A,24,34,L
atl,2013,16,CAR,6,47,W,Under,H,20,21,L
atl,2014,1,NOR,3,52,W,Over,H,37,34,W
atl,2014,2,CIN,6,49,L,Under,A,10,24,L
atl,2014,3,TAM,-6,46,W,Over,H,56,14,W
atl,2014,4,MIN,-3,47,L,Over,A,28,41,L
atl,2014,5,NYG,4,50,L,Push,A,20,30,L
atl,2014,6,CHI,-4,56,L,Under,H,13,27,L
atl,2014,7,BAL,7,50,L,Under,A,7,29,L
atl,2014,8,DET,4,46,W,Under,H,21,22,L
atl,2014,9,TAM,-3,47,W,Under,A,27,17,W
atl,2014,10,CAR,-2,47,W,Under,A,19,17,W
atl,2014,11,CLE,-3,49,L,Over,H,24,26,L
atl,2014,12,ARI,2,45,W,Over,H,29,18,W
atl,2014,13,GNB,14,55,W,Over,A,37,43,L
atl,2014,14,PIT,3,55,L,Under,H,20,27,L
atl,2014,15,NOR,6,57,W,Under,A,30,14,W
atl,2014,16,CAR,-3,48,L,Under,H,3,34,L
atl,2015,1,PHI,3,55,W,Under,H,26,24,W
atl,2015,2,NYG,3,51,W,Under,A,24,20,W
atl,2015,3,DAL,-1,44,W,Over,A,39,28,W
atl,2015,4,HOU,-6,47,W,Over,H,48,21,W
atl,2015,5,WAS,-7,48,L,Under,H,25,19,W
atl,2015,6,NOR,-3,51,L,Over,A,21,31,L
atl,2015,7,TEN,-6,47,L,Under,A,10,7,W
atl,2015,8,TAM,-7,49,L,Under,H,20,23,L
atl,2015,9,SFO,-8,44,L,Under,A,16,17,L
atl,2015,10,IND,-5,48,L,Under,H,21,24,L
atl,2015,11,MIN,-3,46,L,Under,H,10,20,L
atl,2015,12,TAM,1,46,L,Under,A,19,23,L
atl,2015,13,CAR,8,47,L,Under,A,0,38,L
atl,2015,14,JAX,3,49,W,Under,A,23,17,W
atl,2015,15,CAR,7,48,W,Under,H,20,13,W
atl,2015,16,NOR,-6,53,L,Under,H,17,20,L
atl,2016,1,TAM,-3,47,L,Over,H,24,31,L
atl,2016,2,OAK,4,48,W,Over,A,35,28,W
atl,2016,3,NOR,3,54,W,Over,A,45,32,W
atl,2016,4,CAR,3,49,W,Over,H,48,33,W
atl,2016,5,DEN,4,45,W,Under,A,23,16,W
atl,2016,6,SEA,7,46,W,Over,A,24,26,L
atl,2016,7,SDG,-5,53,L,Over,H,30,33,L
atl,2016,8,GNB,-3,51,L,Over,H,33,32,W
atl,2016,9,TAM,-5,49,W,Over,A,43,28,W
atl,2016,10,PHI,2,49,L,Under,A,15,24,L
atl,2016,11,ARI,-4,49,W,Over,H,38,19,W
atl,2016,12,KAN,-5,50,L,Over,H,28,29,L
atl,2016,13,LAR,-5,44,W,Over,A,42,14,W
atl,2016,14,SFO,-14,52,W,Over,H,41,13,W
atl,2016,15,CAR,-3,49,W,Push,A,33,16,W
atl,2016,16,NOR,-8,59,L,Over,H,38,32,W
atl,2016,17,SEA,-7,51,W,Over,H,36,20,W
atl,2016,18,GNB,-7,60,W,Over,H,44,21,W
atl,2016,19,NWE,3,57,L,Over,H,28,34,L
atl,2017,1,CHI,-7,48,L,Under,A,23,17,W
atl,2017,2,GNB,-3,55,W,Over,H,34,23,W
atl,2017,3,DET,-3,51,W,Over,A,30,26,W
atl,2017,4,BUF,-8,48,L,Under,H,17,23,L
atl,2017,5,MIA,-14,46,L,Under,H,17,20,L
atl,2017,6,NWE,3,57,L,Under,A,7,23,L
atl,2017,7,NYJ,-7,44,L,Over,A,25,20,W
atl,2017,8,CAR,-3,42,L,Under,A,17,20,L
atl,2017,9,DAL,-4,49,W,Under,H,27,7,W
atl,2017,10,SEA,-1,46,W,Over,A,34,31,W
atl,2017,11,TAM,-11,47,W,Over,H,34,20,W
atl,2017,12,MIN,-2,49,L,Under,H,9,14,L
atl,2017,13,NOR,-3,52,W,Under,H,20,17,W
atl,2017,14,TAM,-7,50,L,Under,A,24,21,W
atl,2017,15,NOR,6,52,L,Under,A,13,23,L
atl,2017,16,CAR,-5,45,W,Under,H,22,10,W
atl,2017,17,LAR,7,48,W,Under,A,26,13,W
atl,2017,18,PHI,-3,40,L,Under,A,10,15,L
atl,2018,1,PHI,1,45,L,Under,A,12,18,L
atl,2018,2,CAR,-6,44,W,Over,H,31,24,W
atl,2018,3,NOR,-2,54,L,Over,H,37,43,L
atl,2018,4,CIN,-4,53,L,Over,H,36,37,L
atl,2018,5,PIT,4,57,L,Over,A,17,41,L
atl,2018,6,TAM,-3,57,W,Over,H,34,29,W
atl,2018,7,NYG,-5,52,L,Under,H,23,20,W
atl,2018,8,WAS,2,47,W,Over,A,38,14,W
atl,2018,9,CLE,-6,50,L,Under,A,16,28,L
atl,2018,10,DAL,-4,50,L,Under,H,19,22,L
atl,2018,11,NOR,12,62,L,Under,A,17,31,L
atl,2018,12,BAL,-3,47,L,Under,H,16,26,L
atl,2018,13,GNB,4,51,L,Over,A,20,34,L
atl,2018,14,ARI,-10,44,W,Over,H,40,14,W
atl,2018,15,CAR,-3,46,W,Under,A,24,10,W
atl,2018,16,TAM,-3,52,L,Over,A,34,32,W
atl,2019,1,MIN,4,47,L,Under,A,12,28,L
atl,2019,2,PHI,1,53,W,Under,H,24,20,W
atl,2019,3,IND,1,48,L,Over,A,24,27,L
atl,2019,4,TEN,-4,46,L,Under,H,10,24,L
atl,2019,5,HOU,4,49,L,Over,A,32,53,L
atl,2019,6,ARI,-3,53,L,Over,A,33,34,L
atl,2019,7,LAR,3,55,L,Under,H,10,37,L
atl,2019,8,SEA,8,49,W,Under,H,20,27,L
atl,2019,9,NOR,14,52,W,Under,A,26,9,W
atl,2019,10,CAR,4,49,W,Under,A,29,3,W
atl,2019,11,TAM,-4,52,L,Over,H,22,35,L
atl,2019,12,NOR,7,48,L,Under,H,18,26,L
atl,2019,13,CAR,-4,48,W,Over,H,40,20,W
atl,2019,14,SFO,11,50,W,Over,A,29,22,W
atl,2019,15,JAX,-8,48,W,Under,H,24,12,W
atl,2019,16,TAM,1,48,W,Over,A,28,22,W
atl,2020,1,SEA,-1,50,L,Over,H,25,38,L
atl,2020,2,DAL,3,53,W,Over,A,39,40,L
atl,2020,3,CHI,-3,46,L,Over,H,26,30,L
atl,2020,4,GNB,5,57,L,Under,A,16,30,L
atl,2020,5,CAR,-3,54,L,Under,H,16,23,L
atl,2020,6,MIN,4,54,W,Over,A,40,23,W
atl,2020,7,DET,-1,54,L,Under,H,22,23,L
atl,2020,8,CAR,2,52,W,Under,A,25,17,W
atl,2020,9,DEN,-5,51,W,Over,H,34,27,W
atl,2020,10,NOR,4,50,L,Under,A,9,24,L
atl,2020,11,LVR,4,53,W,Under,H,43,6,W
atl,2020,12,NOR,3,47,L,Under,H,16,21,L
atl,2020,13,LAC,1,50,L,Under,A,17,20,L
atl,2020,14,TAM,6,50,W,Over,H,27,31,L
atl,2020,15,KAN,11,54,W,Under,A,14,17,L
atl,2020,16,TAM,8,52,L,Over,A,27,44,L
atl,2021,1,PHI,-4,49,L,Under,H,6,32,L
atl,2021,2,TAM,13,52,L,Over,A,25,48,L
atl,2021,3,NYG,3,48,W,Under,A,17,14,W
atl,2021,4,WAS,2,48,L,Over,H,30,34,L
atl,2021,5,NYJ,-3,45,W,Over,H,27,20,W
atl,2021,6,MIA,-2,48,P,Over,A,30,28,W
atl,2021,7,CAR,-3,47,L,Under,H,13,19,L
atl,2021,8,NOR,6,42,W,Over,A,27,25,W
atl,2021,9,DAL,8,55,L,Under,A,3,43,L
atl,2021,10,NWE,7,47,L,Under,H,0,25,L
atl,2021,11,JAX,-2,46,W,Under,A,21,14,W
atl,2021,12,TAM,11,51,L,Under,H,17,30,L
atl,2021,13,CAR,3,41,W,Over,A,29,21,W
atl,2021,14,SFO,9,48,L,Under,A,13,31,L
atl,2021,15,DET,-7,42,L,Under,H,20,16,W
atl,2021,16,BUF,15,44,W,Push,A,15,29,L
atl,2021,17,NOR,4,40,L,Over,H,20,30,L
buf,2000,1,TEN,-1,40,W,Under,H,16,13,W
buf,2000,2,GNB,-6,39,W,Over,H,27,18,W
buf,2000,3,NYJ,1,39,L,Over,A,14,27,L
buf,2000,4,IND,-2,44,L,Under,H,16,18,L
buf,2000,5,MIA,2,35,L,Over,A,13,22,L
buf,2000,6,SDG,-10,37,L,Over,H,27,24,W
buf,2000,7,MIN,7,45,W,Over,A,27,31,L
buf,2000,8,NYJ,-4,41,L,Over,H,23,20,W
buf,2000,9,NWE,2,39,W,Under,A,16,13,W
buf,2000,10,CHI,-7,40,W,Under,H,20,3,W
buf,2000,11,KAN,3,42,W,Under,A,21,17,W
buf,2000,12,TAM,4,37,L,Over,A,17,31,L
buf,2000,13,MIA,-4,36,L,Over,H,6,33,L
buf,2000,14,IND,6,45,L,Over,A,20,44,L
buf,2000,15,NWE,-5,39,L,Under,H,10,13,L
buf,2000,16,SEA,3,43,W,Over,A,42,23,W
buf,2001,1,NOR,2,38,L,Under,H,6,24,L
buf,2001,2,IND,10,45,L,Over,A,26,42,L
buf,2001,3,PIT,3,36,L,Under,H,3,20,L
buf,2001,4,NYJ,5,36,L,Over,H,36,42,L
buf,2001,5,JAX,9,39,W,Under,A,13,10,W
buf,2001,6,SDG,8,39,W,Over,A,24,27,L
buf,2001,7,IND,3,45,L,Under,H,14,30,L
buf,2001,8,NWE,6,40,L,Under,A,11,21,L
buf,2001,9,SEA,4,39,W,Over,H,20,23,L
buf,2001,10,MIA,5,36,L,Over,H,27,34,L
buf,2001,11,SFO,9,45,L,Under,A,0,35,L
buf,2001,12,CAR,-4,37,L,Over,H,25,24,W
buf,2001,13,NWE,4,38,W,Under,H,9,12,L
buf,2001,14,ATL,4,41,W,Over,A,30,33,L
buf,2001,15,NYJ,7,37,W,Under,A,14,9,W
buf,2001,16,MIA,7,37,L,Over,A,7,34,L
buf,2002,1,NYJ,3,43,L,Over,H,31,37,L
buf,2002,2,MIN,4,49,W,Over,A,45,39,W
buf,2002,3,DEN,8,47,W,Over,A,23,28,L
buf,2002,4,CHI,-3,47,W,Over,H,33,27,W
buf,2002,5,OAK,3,54,L,Over,H,31,49,L
buf,2002,6,HOU,-7,44,P,Over,A,31,24,W
buf,2002,7,MIA,6,46,W,Under,A,23,10,W
buf,2002,8,DET,-8,50,L,Under,H,24,17,W
buf,2002,9,NWE,-3,48,L,Under,H,7,38,L
buf,2002,10,KAN,4,53,W,Under,A,16,17,L
buf,2002,11,NYJ,3,46,L,Under,A,13,31,L
buf,2002,12,MIA,2,37,W,Over,H,38,21,W
buf,2002,13,NWE,4,45,L,Under,A,17,27,L
buf,2002,14,SDG,-3,43,W,Under,H,20,13,W
buf,2002,15,GNB,7,44,L,Under,A,0,10,L
buf,2002,16,CIN,-8,45,W,Under,H,27,9,W
buf,2003,1,NWE,-1,45,W,Under,H,31,0,W
buf,2003,2,JAX,-3,42,W,Over,A,38,17,W
buf,2003,3,MIA,3,41,L,Under,A,7,17,L
buf,2003,4,PHI,-3,40,L,Under,H,13,23,L
buf,2003,5,CIN,-7,40,L,Under,H,22,16,W
buf,2003,6,NYJ,-1,37,L,Under,A,3,30,L
buf,2003,7,WAS,-3,38,W,Under,H,24,7,W
buf,2003,8,KAN,6,44,L,Under,A,5,38,L
buf,2003,9,DAL,4,37,P,Under,A,6,10,L
buf,2003,10,HOU,-7,38,L,Under,H,10,12,L
buf,2003,11,IND,3,39,P,Under,H,14,17,L
buf,2003,12,NYG,3,36,W,Under,A,24,7,W
buf,2003,13,NYJ,-3,37,W,Under,H,17,6,W
buf,2003,14,TEN,5,37,W,Over,A,26,28,L
buf,2003,15,MIA,-3,33,L,Under,H,3,20,L
buf,2003,16,NWE,10,35,L,Under,A,0,31,L
buf,2004,1,JAX,-3,35,L,Under,H,10,13,L
buf,2004,2,OAK,4,38,W,Under,A,10,13,L
buf,2004,3,NWE,6,35,L,Over,H,17,31,L
buf,2004,4,NYJ,7,37,W,Under,A,14,16,L
buf,2004,5,MIA,-5,30,W,Over,H,20,13,W
buf,2004,6,BAL,5,31,L,Under,A,6,20,L
buf,2004,7,ARI,-5,34,W,Over,H,38,14,W
buf,2004,8,NYJ,3,34,W,Over,H,22,17,W
buf,2004,9,NWE,7,38,L,Under,A,6,29,L
buf,2004,10,STL,-2,40,W,Over,H,37,17,W
buf,2004,11,SEA,4,38,W,Over,A,38,9,W
buf,2004,12,MIA,-5,34,W,Over,A,42,32,W
buf,2004,13,CLE,-11,39,W,Over,H,37,7,W
buf,2004,14,CIN,-3,41,W,Over,A,33,17,W
buf,2004,15,SFO,-10,42,W,Over,A,41,7,W
buf,2004,16,PIT,-10,33,L,Over,H,24,29,L
buf,2005,1,HOU,-5,39,W,Under,H,22,7,W
buf,2005,2,TAM,3,35,L,Under,A,3,19,L
buf,2005,3,ATL,-3,36,L,Over,H,16,24,L
buf,2005,4,NOR,-1,39,L,Under,A,7,19,L
buf,2005,5,MIA,-3,33,W,Over,H,20,14,W
buf,2005,6,NYJ,-3,33,W,Over,H,27,17,W
buf,2005,7,OAK,3,42,L,Over,A,17,38,L
buf,2005,8,NWE,7,44,W,Under,A,16,21,L
buf,2005,9,KAN,-3,43,W,Under,H,14,3,W
buf,2005,10,SDG,9,42,L,Over,A,10,48,L
buf,2005,11,CAR,4,37,P,Under,H,9,13,L
buf,2005,12,MIA,3,36,W,Over,A,23,24,L
buf,2005,13,NWE,4,38,L,Over,H,7,35,L
buf,2005,14,DEN,8,35,L,Over,H,17,28,L
buf,2005,15,CIN,13,44,W,Over,A,37,27,W
buf,2005,16,NYJ,2,38,L,Over,A,26,30,L
buf,2006,1,NWE,10,41,W,Under,A,17,19,L
buf,2006,2,MIA,7,37,W,Under,A,16,6,W
buf,2006,3,NYJ,-6,33,L,Over,H,20,28,L
buf,2006,4,MIN,-1,35,W,Under,H,17,12,W
buf,2006,5,CHI,10,35,L,Over,A,7,40,L
buf,2006,6,DET,-1,41,L,Under,A,17,20,L
buf,2006,7,NWE,6,37,L,Under,H,6,28,L
buf,2006,8,GNB,-3,41,W,Under,H,24,10,W
buf,2006,9,IND,13,45,W,Under,A,16,17,L
buf,2006,10,HOU,3,37,W,Over,A,24,21,W
buf,2006,11,JAX,3,35,W,Over,H,27,24,W
